7	40	12	50	1	0
16	39	22	42	0	0
2	33	12	36	0	0
2	39	11	46	0	0
4	45	6	48	1	1
5	30	14	37	1	1
3	66	6	70	0	0
2	33	6	41	0	0
3	40	11	48	2	2
1	28	4	38	0	1
2	42	6	47	0	0
1	43	8	53	0	0
2	23	6	27	0	1
1	53	3	56	0	0
9	43	11	48	1	0
5	24	13	33	0	0
2	44	5	48	1	0
7	32	16	37	0	0
10	58	13	63	0	0
3	44	7	51	0	0
2	30	5	35	2	0
6	36	16	38	0	1
3	32	10	40	0	1
5	39	13	46	0	0
5	56	11	65	0	0
6	26	9	31	0	0
19	46	23	51	0	0
3	24	9	32	0	1
3	42	11	50	0	0
5	44	8	47	0	0
7	45	15	48	0	0
11	33	15	42	0	0
8	68	15	72	0	1
4	31	11	36	0	1
3	34	9	37	0	1
7	49	12	56	1	1
11	38	17	44	0	1
2	29	10	34	1	0
6	30	9	36	0	0
10	54	19	64	0	0
11	43	17	48	0	1
4	49	8	53	2	0
12	55	15	62	0	0
2	31	9	36	0	0
3	30	6	37	1	1
8	41	14	50	0	0
2	50	4	54	1	1
4	26	12	29	1	0
6	39	12	42	0	0
5	34	9	39	0	0
4	30	6	33	1	1
4	35	8	40	0	0
3	51	10	56	0	0
3	59	6	67	0	1
3	36	7	41	1	0
9	41	15	48	1	0
6	37	15	39	0	0
3	24	9	32	0	0
4	29	11	36	0	2
7	30	14	32	1	0
4	33	11	42	0	0
3	32	12	37	1	0
3	41	9	46	0	0
3	16	7	24	1	1
6	43	12	47	0	0
5	52	14	56	0	0
6	24	13	28	0	0
4	29	7	37	0	0
4	45	13	55	1	0
8	39	11	44	0	0
1	39	3	49	1	0
6	32	9	40	0	0
2	30	7	34	1	0
1	34	5	43	0	0
4	33	7	35	0	0
2	34	9	38	0	0
2	49	10	53	1	0
4	54	12	61	0	0
3	48	5	57	0	0
1	52	9	58	0	0
7	73	16	82	1	0
3	54	11	60	0	0
3	39	12	48	0	0
5	32	8	36	1	0
2	41	12	46	1	1
3	34	7	39	0	0
4	37	10	45	0	0
1	35	5	44	0	0
4	33	13	40	0	1
4	30	7	34	0	0
4	37	12	42	0	0
2	32	11	38	0	0
8	56	14	63	0	0
3	29	7	37	0	1
10	59	17	63	0	0
5	46	9	49	0	0
3	32	7	38	0	0
8	41	16	46	1	1
7	31	15	41	0	0
6	21	14	26	1	0
4	31	8	38	1	0
6	33	11	36	0	0
8	50	15	55	0	0
