2	65	11	68	0	0
5	51	12	60	0	0
1	39	9	45	0	0
3	103	9	107	0	0
5	54	10	57	1	1
7	65	10	68	0	0
2	86	5	93	0	0
2	69	6	72	0	0
7	54	15	63	0	0
4	61	11	70	0	0
8	61	17	64	0	0
7	45	10	51	0	0
2	90	9	94	0	0
6	56	14	60	0	0
10	57	19	63	0	0
3	58	9	63	0	0
3	43	10	46	1	0
2	49	11	57	0	0
8	51	14	55	1	1
6	65	13	74	0	0
4	49	11	55	0	0
6	42	9	48	0	0
3	54	5	58	0	0
3	60	9	63	1	0
19	57	25	63	0	0
5	53	8	59	1	0
6	38	15	43	0	1
13	97	23	102	0	0
12	52	19	61	0	0
5	65	13	67	0	1
9	61	15	63	0	0
9	48	18	50	0	0
3	43	9	45	0	2
4	50	13	56	0	0
9	54	11	57	0	0
5	82	8	90	0	0
4	59	11	69	1	0
5	60	11	63	0	0
4	56	6	59	1	0
7	56	16	66	0	0
7	59	13	64	0	0
5	36	7	39	0	0
5	41	9	48	0	0
9	39	12	49	0	0
5	83	15	85	0	0
7	50	10	55	0	0
5	64	8	66	1	1
4	66	9	68	0	0
6	84	15	87	0	1
13	59	18	62	0	0
2	94	6	102	0	0
5	56	12	58	0	0
2	65	6	69	1	2
4	49	9	53	0	0
14	117	21	125	0	0
2	81	6	88	1	0
8	62	17	67	0	0
3	51	8	58	1	0
4	56	13	65	0	0
3	57	5	59	0	0
1	48	4	55	0	0
4	50	9	56	1	1
2	52	6	62	1	1
5	54	8	61	1	1
4	55	6	58	0	0
4	59	6	67	0	0
1	57	6	60	0	0
4	47	6	54	0	0
5	73	12	82	0	1
6	53	13	58	0	0
17	51	24	59	0	0
2	52	7	55	0	0
9	42	17	51	0	0
3	61	9	69	0	0
3	62	11	67	1	0
9	56	11	66	0	0
2	74	9	79	0	1
7	49	14	53	0	0
3	46	10	50	0	1
7	67	14	76	0	0
6	60	16	70	0	0
4	33	14	41	0	0
4	71	12	73	1	0
2	53	9	60	0	0
1	52	5	55	0	0
3	52	9	54	1	1
7	61	12	69	1	1
6	71	15	76	0	0
5	57	8	64	0	0
1	51	6	61	0	0
5	57	15	62	0	1
2	56	12	63	1	0
1	42	7	48	0	0
4	60	13	65	0	1
3	84	11	94	1	0
6	39	14	47	0	0
4	61	9	66	0	0
2	43	10	45	0	0
4	70	7	77	0	0
8	67	17	77	0	0
2	47	8	57	0	0
4	42	7	50	0	0
3	57	6	60	0	0
3	57	11	61	1	0
3	71	9	80	0	0
10	68	15	72	0	0
2	72	4	75	0	1
8	48	14	51	0	0
2	55	11	64	0	0
3	93	9	99	0	0
6	51	13	58	1	1
3	59	12	62	1	0
6	47	9	53	0	0
2	40	5	43	1	0
4	68	9	74	0	0
2	58	7	66	0	0
3	43	12	48	0	2
1	53	10	61	0	0
1	44	5	53	1	0
10	62	19	69	1	0
3	63	12	71	3	0
4	54	9	62	0	0
7	57	16	63	0	0
11	65	20	69	0	0
10	63	14	69	0	0
2	39	9	45	0	0
5	82	8	90	0	0
2	44	6	47	0	0
7	51	16	54	0	0
1	67	7	72	0	0
8	70	11	77	0	1
6	50	12	56	1	0
1	43	7	48	0	0
6	48	13	54	0	1
4	66	7	75	0	0
9	44	14	49	0	0
6	60	12	68	1	0
4	35	10	37	0	0
5	50	12	54	0	0
3	62	6	70	0	0
13	66	20	72	0	1
2	44	4	53	0	0
7	42	11	51	1	0
3	64	11	70	1	0
14	76	24	83	1	0
3	51	10	61	2	0
3	38	12	41	0	0
3	68	10	76	0	0
6	59	14	62	1	1
4	44	12	49	1	0
3	45	11	47	1	0
6	48	15	55	0	1
4	64	8	69	0	1
2	56	8	64	0	1
2	64	5	67	1	0
9	50	12	52	0	0
9	64	15	72	0	0
21	59	30	63	0	0
9	47	16	57	0	0
4	37	9	45	0	0
3	77	11	82	0	0
5	52	14	58	0	0
3	42	9	50	0	0
9	47	16	49	0	0
8	57	11	64	0	0
2	52	9	55	0	0
3	68	11	73	0	0
7	65	13	71	1	0
6	92	10	101	0	1
4	43	13	52	0	0
1	48	7	52	0	1
3	44	7	48	0	0
3	27	9	34	1	0
2	50	9	57	1	1
3	51	10	56	1	2
1	57	5	64	0	0
4	79	8	85	0	0
6	56	9	60	0	1
3	62	6	66	0	0
2	53	11	57	1	0
7	85	17	93	0	0
15	77	23	83	0	0
7	68	10	75	0	0
5	61	12	67	1	0
8	61	13	65	0	0
8	43	14	48	0	0
2	46	8	55	0	0
6	59	10	61	0	0
6	60	11	62	0	0
4	58	8	68	1	0
3	52	11	56	1	0
1	79	5	82	1	0
4	53	10	59	1	0
2	45	10	54	0	0
2	38	12	40	0	0
3	49	11	57	0	0
2	55	12	57	0	0
5	69	8	71	0	1
3	57	8	66	0	0
10	73	17	81	2	0
7	56	14	59	1	0
2	50	8	53	0	0
2	59	8	64	0	0
3	63	8	65	0	0
4	42	12	49	0	0
2	52	7	57	1	1
10	60	16	67	0	0
2	53	7	56	0	0
4	46	13	49	0	0
6	61	8	67	1	0
6	59	13	65	0	0
5	55	10	57	1	0
15	58	18	68	0	0
11	53	17	59	0	0
4	79	9	85	0	0
3	39	11	43	0	0
6	46	9	52	0	2
4	40	11	43	1	1
6	71	14	81	0	0
2	61	8	67	1	0
8	77	11	87	0	0
2	52	4	59	1	0
1	49	5	58	2	0
7	62	14	70	0	0
9	53	13	57	0	0
13	69	18	75	0	0
3	52	8	59	0	1
5	54	12	62	1	0
2	77	6	85	0	0
4	48	9	55	0	0
5	47	15	56	0	1
2	77	10	84	1	0
7	48	12	50	0	0
3	60	6	65	0	0
7	70	14	76	0	1
5	47	12	55	0	0
1	58	6	61	2	0
3	40	6	50	0	0
7	62	16	69	0	0
7	79	16	89	0	0
2	52	8	58	1	0
13	48	18	53	0	1
4	80	14	82	0	0
3	55	12	65	0	1
2	41	10	50	0	0
4	59	14	63	0	0
6	62	9	68	0	0
7	35	15	44	0	1
2	51	12	58	1	0
6	83	9	90	1	0
3	37	12	42	0	1
2	77	8	84	0	1
20	88	24	95	0	0
6	59	13	65	0	0
8	62	11	67	0	0
2	60	8	62	0	0
6	71	13	77	0	0
4	75	9	83	0	1
3	44	12	47	1	1
5	50	11	58	0	0
3	54	11	56	0	0
2	58	8	62	0	1
2	59	9	67	0	0
12	63	15	66	0	0
7	73	9	77	0	0
2	35	8	38	0	0
3	35	10	43	0	1
2	45	8	51	0	0
9	59	18	66	0	0
