Log L -7.37736 Consistent
Log L -6.10827 Consistent
Log L -7.40739 Consistent
Log L -8.15089 Consistent
Log L -6.68607 Consistent
Log L -7.65091 Consistent
Log L -8.60004 Consistent
Log L -7.73387 Consistent
Log L -9.03166 Consistent
Log L -9.83738 Borderline
Log L -7.44519 Consistent
Log L -10.3647 Consistent
Log L -5.19503 Consistent
Log L -6.77678 Consistent
Log L -5.64353 Consistent
Log L -6.09557 Consistent
Log L -8.70682 Borderline
Log L -9.32455 Consistent
Log L -5.09258 Consistent
Log L -7.01823 Consistent
Log L -7.62766 Consistent
Log L -7.9017 Consistent
Log L -6.99541 Consistent
Log L -9.65498 Borderline
Log L -9.44134 Consistent
Log L -7.0757 Consistent
Log L -6.90907 Consistent
Log L -8.55461 Consistent
Log L -11.7761 Unlikely
Log L -6.833 Consistent
Log L -5.8756 Consistent
Log L -5.78321 Consistent
Log L -15.5482 Unlikely
Log L -11.7422 Borderline
Log L -11.2411 Borderline
Log L -7.20053 Consistent
Log L -11.5119 Borderline
Log L -10.6576 Borderline
Log L -7.24487 Consistent
Log L -9.73012 Borderline
Log L -5.76029 Consistent
Log L -7.65192 Consistent
Log L -5.83591 Consistent
Log L -6.50203 Consistent
Log L -6.53263 Consistent
Log L -7.14241 Consistent
Log L -10.2698 Borderline
Log L -6.57846 Consistent
Log L -7.51808 Consistent
Log L -7.94581 Consistent
Log L -6.48329 Consistent
Log L -9.3614 Consistent
Log L -5.67231 Consistent
Log L -6.94748 Consistent
Log L -8.24846 Consistent
Log L -7.9018 Consistent
Log L -6.06892 Consistent
Log L -8.36112 Borderline
Log L -6.40379 Consistent
Log L -5.22356 Consistent
Log L -9.58432 Borderline
Log L -6.78986 Consistent
Log L -10.2717 Borderline
Log L -7.50939 Consistent
Log L -9.18505 Borderline
Log L -9.00306 Consistent
Log L -7.76959 Consistent
Log L -6.20787 Consistent
Log L -6.41374 Consistent
Log L -5.99262 Consistent
Log L -5.21389 Consistent
Log L -6.61849 Consistent
Log L -11.981 Unlikely
Log L -7.46623 Consistent
Log L -10.0993 Borderline
Log L -9.49057 Consistent
Log L -10.2565 Borderline
Log L -8.16979 Consistent
Log L -5.52004 Consistent
Log L -9.50507 Borderline
Log L -7.08372 Consistent
Log L -5.51084 Consistent
Log L -7.1117 Consistent
Log L -6.46185 Consistent
Log L -10.696 Borderline
Log L -9.60304 Consistent
Log L -12.8222 Unlikely
Log L -8.08481 Consistent
Log L -5.85689 Consistent
Log L -9.81595 Borderline
Log L -7.01871 Consistent
Log L -5.44236 Consistent
Log L -7.31027 Consistent
Log L -5.47687 Consistent
Log L -7.81676 Consistent
Log L -6.47083 Consistent
Log L -5.75326 Consistent
Log L -7.01871 Consistent
Log L -9.12639 Consistent
Log L -9.92723 Consistent
Log L -11.5378 Borderline
Log L -15.0432 Unlikely
Log L -6.05209 Consistent
Log L -5.26428 Consistent
Log L -12.92 Unlikely
Log L -9.99387 Borderline
Log L -6.54646 Consistent
Log L -8.4721 Consistent
Log L -10.6224 Borderline
Log L -9.45266 Consistent
Log L -6.26918 Consistent
Log L -6.24665 Consistent
Log L -6.71626 Consistent
Log L -7.94581 Consistent
Log L -6.13359 Consistent
Log L -5.63043 Consistent
Log L -7.57983 Consistent
Log L -8.51964 Consistent
Log L -6.10195 Consistent
Log L -7.08625 Consistent
Log L -7.90268 Consistent
Log L -5.1953 Consistent
Log L -5.19893 Consistent
Log L -7.50615 Consistent
Log L -6.06493 Consistent
Log L -7.89389 Consistent
Log L -8.1054 Consistent
Log L -11.2379 Borderline
Log L -6.92818 Consistent
Log L -5.59051 Consistent
Log L -5.88953 Consistent
Log L -5.85349 Consistent
Log L -10.6747 Borderline
Log L -8.19811 Consistent
Log L -7.28249 Consistent
Log L -6.25378 Consistent
Log L -6.09571 Consistent
Log L -7.73387 Consistent
Log L -7.82716 Consistent
Log L -7.69902 Consistent
Log L -9.14922 Borderline
Log L -8.12128 Consistent
Log L -7.0394 Consistent
Log L -8.6004 Borderline
Log L -11.6694 Borderline
Log L -8.30529 Consistent
Log L -9.95965 Borderline
Log L -6.0548 Consistent
Log L -6.64938 Consistent
Log L -6.58834 Consistent
Log L -7.85084 Consistent
Log L -7.80928 Consistent
Log L -8.20685 Consistent
Log L -7.57833 Consistent
