Log L -7.48981 Consistent
Log L -5.17939 Consistent
Log L -6.77055 Consistent
Log L -5.36331 Consistent
Log L -5.02926 Consistent
Log L -7.22899 Consistent
Log L -7.34832 Consistent
Log L -7.41901 Consistent
Log L -6.58946 Consistent
Log L -5.07207 Consistent
Log L -6.64466 Consistent
Log L -5.15854 Consistent
Log L -6.09651 Consistent
Log L -7.33398 Consistent
Log L -6.38477 Consistent
Log L -5.54133 Consistent
Log L -7.69437 Consistent
Log L -7.15828 Consistent
Log L -7.02059 Consistent
Log L -6.74666 Consistent
Log L -6.83161 Consistent
Log L -8.36557 Consistent
Log L -6.03814 Consistent
Log L -6.55188 Consistent
Log L -6.61479 Consistent
Log L -5.01411 Consistent
Log L -5.84456 Consistent
Log L -7.89297 Consistent
Log L -5.79139 Consistent
Log L -8.0766 Consistent
Log L -5.39689 Consistent
Log L -7.36011 Consistent
Log L -6.56775 Consistent
Log L -7.20787 Consistent
Log L -5.79184 Consistent
Log L -5.83918 Consistent
Log L -5.57804 Consistent
Log L -6.96384 Consistent
Log L -10.9542 Borderline
Log L -6.01015 Consistent
Log L -5.10481 Consistent
Log L -5.66492 Consistent
Log L -6.81622 Consistent
Log L -5.92157 Consistent
Log L -5.1804 Consistent
Log L -6.32297 Consistent
Log L -6.60286 Consistent
Log L -6.8044 Consistent
Log L -6.22183 Consistent
Log L -5.59428 Consistent
Log L -7.89297 Consistent
Log L -6.23198 Consistent
Log L -5.26849 Consistent
Log L -5.11856 Consistent
Log L -7.99875 Consistent
Log L -5.67213 Consistent
Log L -6.4858 Consistent
Log L -6.80701 Consistent
Log L -13.5029 Unlikely
Log L -6.45736 Consistent
Log L -5.90502 Consistent
Log L -6.84219 Consistent
Log L -8.31273 Consistent
Log L -6.13509 Consistent
Log L -5.26079 Consistent
Log L -5.63883 Consistent
Log L -5.05414 Consistent
Log L -6.75863 Consistent
Log L -7.02261 Consistent
Log L -5.77517 Consistent
Log L -7.16812 Consistent
Log L -5.09726 Consistent
Log L -6.48004 Consistent
Log L -5.90615 Consistent
Log L -7.45576 Consistent
Log L -5.2137 Consistent
