-10 -10 -7.99556
-10 -9 -7.96643
-10 -8 -7.94373
-10 -7 -7.9178
-10 -6 -7.92134
-10 -5 -7.87605
-10 -4 -7.84427
-10 -3 -7.83949
-10 -2 -7.81629
-10 -1 -7.77729
-10 0 -7.74168
-10 1 -7.69981
-10 2 -7.66356
-10 3 -7.72499
-10 4 -8.04171
-10 5 -8.46871
-10 6 -9.02276
-10 7 -9.63909
-10 8 -10.2753
-10 9 -10.8832
-10 10 -11.5174
-10 11 -12.1359
-10 12 -12.7491
-10 13 -13.3699
-10 14 -13.9639
-10 15 -14.5585
-10 16 -15.0992
-10 17 -15.6666
-10 18 -16.2331
-10 19 -16.7319
-10 20 -17.2409
-10 21 -17.7718
-10 22 -18.2605
-10 23 -18.7423
-10 24 -19.2104
-10 25 -19.6976
-10 26 -20.1428
-10 27 -20.6013
-10 28 -21.0584
-10 29 -21.4847
-10 30 -21.9123
-10 31 -22.3347
-10 32 -22.7371
-10 33 -23.1357
-10 34 -23.5354
-10 35 -23.9299
-10 36 -24.3184
-10 37 -24.7066
-10 38 -25.0813
-10 39 -25.4337
-10 40 -25.7784
-9 -10 -7.95344
-9 -9 -7.9471
-9 -8 -7.91108
-9 -7 -7.90101
-9 -6 -7.87454
-9 -5 -7.85583
-9 -4 -7.83887
-9 -3 -7.806
-9 -2 -7.76409
-9 -1 -7.7413
-9 0 -7.70003
-9 1 -7.67023
-9 2 -7.66482
-9 3 -7.71253
-9 4 -7.99164
-9 5 -8.4591
-9 6 -9.02196
-9 7 -9.59506
-9 8 -10.2239
-9 9 -10.8515
-9 10 -11.5008
-9 11 -12.1186
-9 12 -12.7295
-9 13 -13.3577
-9 14 -13.9304
-9 15 -14.5118
-9 16 -15.0732
-9 17 -15.6322
-9 18 -16.2099
-9 19 -16.7061
-9 20 -17.257
-9 21 -17.7471
-9 22 -18.2471
-9 23 -18.7252
-9 24 -19.2217
-9 25 -19.6814
-9 26 -20.1325
-9 27 -20.5728
-9 28 -21.0194
-9 29 -21.4563
-9 30 -21.8791
-9 31 -22.3133
-9 32 -22.7222
-9 33 -23.1184
-9 34 -23.4999
-9 35 -23.9047
-9 36 -24.2843
-9 37 -24.6754
-9 38 -25.0416
-9 39 -25.3925
-9 40 -25.7686
-8 -10 -7.94429
-8 -9 -7.90859
-8 -8 -7.9175
-8 -7 -7.87686
-8 -6 -7.85411
-8 -5 -7.84351
-8 -4 -7.81477
-8 -3 -7.76979
-8 -2 -7.73791
-8 -1 -7.70313
-8 0 -7.68581
-8 1 -7.65308
-8 2 -7.62154
-8 3 -7.67161
-8 4 -7.94253
-8 5 -8.41904
-8 6 -8.97202
-8 7 -9.55822
-8 8 -10.1959
-8 9 -10.8167
-8 10 -11.4392
-8 11 -12.0596
-8 12 -12.6949
-8 13 -13.3101
-8 14 -13.9079
-8 15 -14.4611
-8 16 -15.0573
-8 17 -15.6186
-8 18 -16.1436
-8 19 -16.6616
-8 20 -17.1858
-8 21 -17.7219
-8 22 -18.2296
-8 23 -18.6967
-8 24 -19.1622
-8 25 -19.6404
-8 26 -20.0916
-8 27 -20.5768
-8 28 -20.9921
-8 29 -21.4265
-8 30 -21.8839
-8 31 -22.2815
-8 32 -22.6776
-8 33 -23.1091
-8 34 -23.5033
-8 35 -23.8994
-8 36 -24.2792
-8 37 -24.6711
-8 38 -25.0282
-8 39 -25.3944
-8 40 -25.7791
-7 -10 -7.933
-7 -9 -7.92856
-7 -8 -7.88064
-7 -7 -7.87138
-7 -6 -7.85309
-7 -5 -7.81786
